,GSM215347,GSM215348,GSM215349,GSM215350,GSM215351,GSM215352,GSM215353,GSM215354,GSM215355,GSM215356,GSM215357,GSM215358
226015_at,520.2,568.7,532.7,555.0,568.9,591.9,532.5,672.8,546.7,516.9,632.6,541.0
226016_at,928.0,826.2,898.2,578.6,548.3,664.5,603.7,621.0,652.4,1001.4,1085.3,1011.1
226017_at,455.2,570.0,553.3,628.3,713.0,638.8,569.0,611.1,568.6,532.8,511.4,530.0
226018_at,39.9,77.3,46.8,28.6,38.3,43.4,47.8,76.1,71.5,73.5,51.9,42.4
226019_at,554.5,318.5,422.6,383.8,221.3,297.6,300.2,259.9,308.6,497.2,484.7,551.0
226020_s_at,646.1,671.8,785.7,564.9,615.5,524.8,554.4,548.5,575.2,735.8,778.8,747.3
226021_at,225.6,209.6,239.1,468.6,424.0,431.6,424.8,513.8,489.2,325.9,312.0,362.8
226022_at,25.1,27.0,42.0,25.1,24.0,15.3,14.7,38.7,18.6,51.6,41.5,27.6
226023_at,28.6,37.1,11.9,11.8,62.4,50.0,24.5,82.4,85.1,6.3,84.0,12.4
226024_at,578.0,558.2,800.0,661.7,723.4,609.4,532.7,638.3,784.9,636.6,712.0,675.4
226025_at,1343.5,1261.4,1264.0,727.4,736.9,787.8,721.1,766.4,617.5,1274.6,1513.8,1255.8
226026_at,47.5,68.2,59.2,53.4,32.0,40.2,44.1,29.3,50.0,58.0,57.1,34.3
226027_at,299.2,293.0,308.0,268.9,306.5,274.1,286.4,265.4,318.1,304.2,369.5,294.6
226028_at,6.5,6.6,2.0,5.6,4.0,13.8,4.6,1.9,22.5,6.7,3.5,27.9
226029_at,35.6,20.3,37.5,22.9,24.2,22.9,30.0,21.0,18.0,37.8,17.1,30.5
226030_at,124.6,118.8,109.2,72.0,77.5,79.6,67.5,90.9,55.7,120.0,139.4,92.1
226031_at,213.2,183.0,181.0,159.4,195.2,185.4,168.3,186.7,193.0,214.8,205.0,217.2
226032_at,1176.5,1277.8,1138.8,1294.2,1219.2,1371.3,1152.1,1428.0,1180.4,1111.9,1329.9,1158.4
226033_at,18.8,43.1,53.8,89.2,91.1,59.7,121.8,126.6,62.7,54.6,34.0,84.0
226034_at,181.5,223.4,150.7,515.6,573.6,543.6,429.2,515.8,598.3,162.9,227.1,210.0
226035_at,94.0,87.2,93.9,126.1,180.0,124.2,159.4,131.8,161.1,95.1,56.5,95.6
226036_x_at,140.6,162.6,175.6,110.3,132.7,99.8,99.6,133.1,220.1,171.2,75.6,138.3
226037_s_at,709.5,482.6,558.1,365.0,373.2,500.6,475.3,489.0,399.4,705.5,646.9,560.2
226038_at,248.2,167.7,248.3,298.8,249.4,358.9,293.3,307.2,331.8,187.5,216.6,196.3
226039_at,104.3,188.9,203.3,90.7,113.2,82.6,66.5,89.1,70.5,154.2,174.5,178.1
226040_at,280.1,350.1,321.5,254.5,253.4,264.5,270.3,259.0,251.7,298.0,359.3,335.7
226041_at,197.7,190.7,207.9,111.5,130.2,163.4,132.0,171.5,126.2,170.9,166.5,171.2
226042_at,223.6,329.4,247.7,281.9,256.8,174.4,197.3,151.4,181.8,224.8,220.0,211.2
226043_at,328.8,368.3,315.8,475.0,554.3,504.1,498.2,558.6,424.5,345.6,349.6,233.0
226044_at,172.1,179.8,132.1,140.7,188.0,158.2,149.8,129.8,103.1,166.4,168.3,157.5
226045_at,83.8,49.9,42.5,39.2,41.0,57.7,73.1,42.5,39.6,56.9,73.9,39.4
226046_at,310.9,276.4,296.9,394.4,446.4,400.0,381.8,397.4,444.4,314.4,290.0,292.4
226047_at,7.3,2.5,3.0,3.7,2.8,2.9,2.1,5.8,7.5,5.2,4.4,3.2
226048_at,684.1,603.8,584.3,706.0,755.4,772.1,722.4,755.1,722.9,526.1,580.5,573.8
226049_at,168.6,151.9,181.6,179.6,164.1,167.5,149.2,169.1,180.4,157.2,136.6,125.4
226050_at,304.6,315.4,346.0,332.7,388.0,360.1,234.2,293.0,388.8,276.5,275.3,335.1
226051_at,20.4,37.8,14.8,24.9,58.3,43.2,35.8,6.0,15.4,41.6,12.4,33.9
226052_at,678.8,497.7,497.4,528.8,612.9,605.6,862.6,645.1,500.4,653.2,480.5,555.5
226053_at,36.1,93.8,75.2,100.4,52.1,80.0,51.9,46.2,70.3,59.6,90.8,56.7
226054_at,283.3,282.7,286.9,268.8,292.1,237.8,259.2,245.7,262.8,176.2,292.9,244.3
226055_at,103.2,173.3,122.7,143.4,139.5,130.9,137.0,114.0,116.5,109.2,170.1,116.6
226056_at,209.4,205.7,134.7,255.4,221.1,280.9,222.0,241.8,227.3,158.2,160.6,164.0
226057_at,22.7,6.6,40.7,31.4,39.3,30.3,36.3,31.3,26.8,40.3,29.3,24.7
226058_at,60.4,74.5,90.3,77.5,94.6,79.7,68.5,111.2,77.3,52.8,60.2,53.2
226059_at,173.2,156.3,140.4,174.9,94.2,236.9,218.8,143.0,152.9,204.6,250.8,206.1
226060_at,267.4,306.4,401.6,286.8,288.4,379.9,275.2,409.6,314.1,316.8,311.7,250.5
226061_s_at,8.8,1.6,1.9,24.2,3.3,3.7,0.8,19.5,2.2,2.0,15.7,4.5
226062_x_at,998.6,454.2,687.4,579.3,535.8,510.0,573.8,461.7,529.3,911.6,325.7,703.0
226063_at,119.7,219.8,167.4,269.1,202.3,197.7,185.9,169.2,186.6,184.2,151.3,176.8
226064_s_at,90.4,137.8,130.1,84.1,97.0,52.7,79.4,80.6,43.7,98.7,89.7,84.0
226065_at,5.5,11.8,49.7,16.3,49.5,19.3,8.2,10.6,45.0,50.2,58.5,27.6
226066_at,107.6,81.6,98.1,31.8,42.3,72.9,64.6,55.9,45.5,128.0,151.4,100.8
226067_at,1.8,25.6,5.1,4.6,1.8,5.5,2.8,4.9,3.8,6.6,4.9,1.4
226068_at,12.2,32.4,10.3,21.6,18.7,18.2,2.2,2.9,19.3,11.3,12.4,18.7
226069_at,20.0,1.7,26.8,1.6,12.1,24.2,2.1,3.1,2.3,2.7,1.1,1.5
226070_at,79.1,48.2,43.3,104.9,92.0,111.0,96.0,85.7,89.5,45.6,103.4,85.6
226071_at,16.3,28.8,19.2,1.3,10.3,6.0,11.7,14.1,6.2,3.3,2.2,24.1
226072_at,229.5,255.7,198.0,175.8,156.0,172.5,158.5,160.5,183.8,218.2,279.7,247.3
226073_at,399.2,427.5,400.3,282.2,336.8,272.9,316.6,237.6,362.7,386.9,403.4,393.2
226074_at,137.6,118.5,91.4,135.0,94.3,100.4,71.7,91.5,85.8,83.0,85.7,106.7
226075_at,51.5,28.2,8.1,20.3,58.3,6.2,34.5,9.4,25.5,28.3,30.7,19.1
226076_s_at,84.0,101.9,85.7,65.5,59.5,84.1,76.1,67.0,65.8,41.7,77.5,53.1
226077_at,2500.5,2916.5,2903.1,2989.9,3160.4,3176.4,3097.2,3086.2,3098.1,3373.8,3070.8,3175.5
226078_at,94.7,41.7,73.9,87.5,45.4,110.4,93.4,84.5,113.1,82.9,76.1,53.3
226079_at,11.0,5.1,14.3,97.5,74.7,40.9,67.6,33.1,95.0,4.2,52.8,36.3
226080_at,165.0,214.6,200.5,203.5,195.8,207.0,153.9,167.5,190.7,212.2,247.2,193.8
226081_at,148.0,194.2,186.5,145.0,108.3,174.6,143.6,146.0,126.3,141.7,191.0,156.5
226082_s_at,162.9,214.9,224.3,275.2,253.1,258.8,194.8,211.6,224.2,149.8,233.8,170.4
226083_at,78.6,51.7,69.3,66.8,54.3,61.5,76.1,91.0,83.3,59.4,57.0,59.0
226084_at,33.0,6.0,26.6,4.2,1.7,19.0,2.5,12.2,17.0,14.4,2.7,17.3
226085_at,2473.7,2037.2,2264.1,1387.8,1445.3,1275.3,1821.1,1769.4,1508.6,2180.4,1687.9,1947.2
226086_at,11.8,28.4,3.2,71.8,4.2,14.6,33.1,1.4,34.3,40.6,19.0,32.4
226087_at,436.7,437.7,461.0,447.8,398.0,445.8,421.4,443.2,379.2,409.3,399.8,456.1
226088_at,100.2,199.0,177.0,130.5,104.6,166.5,133.6,104.0,111.4,132.2,146.2,152.5
226089_at,127.3,161.0,166.1,198.8,135.1,158.4,129.7,154.3,175.4,127.0,109.8,155.4
226090_x_at,87.4,83.4,117.4,114.3,116.0,90.7,136.2,108.4,105.8,95.7,101.8,109.4
226091_s_at,3870.1,4351.0,4174.0,3878.7,3257.3,3696.8,3472.1,3713.0,3603.4,4270.9,4828.8,4306.9
226092_at,291.8,283.1,296.6,167.3,157.8,159.7,122.2,141.7,157.0,254.7,260.0,255.9
226093_at,787.3,838.4,739.0,377.4,441.8,459.6,408.0,476.8,437.7,712.6,866.8,677.2
226094_at,272.9,195.7,186.7,214.6,226.9,299.5,211.0,203.7,178.6,225.1,255.1,222.8
226095_s_at,117.7,123.6,113.5,169.5,118.4,187.6,159.0,153.6,157.0,147.0,181.5,181.1
226096_at,6.2,5.0,4.0,2.7,5.3,1.8,4.8,16.7,17.7,33.5,10.6,3.2
226097_at,35.4,38.5,47.1,36.1,67.4,37.1,56.0,28.0,32.7,45.6,52.9,50.6
226098_at,383.2,207.6,237.1,176.2,185.2,164.6,196.9,218.6,169.5,264.3,276.9,309.5
226099_at,2347.5,1814.6,1943.8,4170.1,4328.1,4015.2,4242.9,4498.8,4682.1,3360.8,2922.5,2935.5
226100_at,678.7,428.3,479.2,285.5,288.4,278.0,366.7,278.5,354.5,461.6,533.2,525.5
226101_at,666.4,519.4,764.9,406.9,363.7,568.7,529.7,579.3,409.4,668.6,588.2,698.8
226102_at,170.1,274.8,234.5,127.0,131.5,120.9,120.0,99.9,128.2,199.6,182.4,202.2
226103_at,15.1,1.2,0.7,15.3,1.5,26.0,1.0,5.3,2.2,1.2,3.7,1.0
226104_at,296.2,287.4,292.3,220.9,208.4,184.8,206.1,247.8,178.0,249.7,372.9,279.3
226105_at,62.5,59.8,56.1,55.0,44.1,64.1,59.7,32.1,93.2,40.8,52.0,44.3
226106_at,493.1,422.2,415.6,285.6,350.7,311.9,329.7,320.3,301.8,499.6,396.7,435.7
226107_at,4.3,33.2,12.4,6.6,32.2,33.7,31.7,25.0,31.2,27.9,4.3,28.6
226108_at,238.1,260.1,261.4,280.9,216.6,195.6,158.6,203.1,207.4,183.3,252.3,205.4
226109_at,606.3,489.8,616.6,1061.3,1033.5,1115.3,1055.3,1102.3,1201.4,757.8,812.6,810.8
226110_at,318.3,278.9,292.2,291.0,340.6,348.9,294.2,359.3,312.6,307.8,335.6,311.0
226111_s_at,73.4,81.3,84.2,43.1,41.7,43.6,42.4,30.8,34.4,4.1,28.2,30.4
226112_at,373.3,291.8,313.1,317.8,266.6,335.7,352.0,358.5,266.9,406.1,338.6,363.4
226113_at,122.8,87.7,82.5,61.1,51.5,60.2,64.9,56.7,77.4,113.3,118.9,99.3
226114_at,56.8,106.3,132.9,89.9,43.4,54.8,59.0,50.8,48.3,84.2,112.6,84.2
226115_at,526.6,493.8,543.2,761.0,771.5,957.5,900.3,927.9,852.7,589.0,583.1,542.8
226116_at,495.2,594.8,581.3,719.7,614.1,639.7,523.4,556.4,562.5,490.6,592.7,547.4
226117_at,170.7,171.0,125.4,219.0,229.6,281.6,168.8,179.9,238.9,329.7,327.6,297.3
226118_at,106.0,99.3,49.6,102.3,99.5,72.6,51.3,108.9,124.0,70.4,147.2,72.0
226119_at,860.4,710.4,821.8,374.9,379.6,407.2,432.0,467.4,407.4,878.4,782.1,818.5
226120_at,235.4,225.9,210.7,106.5,179.1,139.4,120.6,153.3,128.5,210.5,219.0,218.2
226121_at,341.2,501.8,488.9,590.9,546.9,594.0,623.9,601.8,445.1,414.1,492.7,402.1
226122_at,69.6,44.5,63.6,37.6,36.5,49.8,28.3,35.8,69.5,36.8,63.4,41.0
226123_at,568.2,647.4,440.3,744.5,597.9,884.9,805.7,763.8,658.6,517.3,720.3,558.1
226124_at,384.2,400.6,357.4,245.0,275.4,255.1,274.2,249.1,251.5,383.6,390.3,361.7
226125_at,129.6,129.9,120.1,100.8,113.5,137.2,103.4,102.0,69.0,152.9,135.3,152.1
226126_at,310.2,290.3,289.7,168.9,175.9,145.8,184.9,203.7,201.0,286.5,232.7,218.3
226127_at,189.0,201.6,273.9,237.8,146.4,217.0,154.1,210.0,173.6,235.3,294.6,256.5
226128_at,1544.5,1248.5,1344.6,993.7,805.7,1045.5,1045.7,1292.1,955.0,1480.9,1381.6,1447.3
226129_at,119.2,184.4,118.8,114.6,140.9,141.5,147.1,124.1,120.6,105.6,107.5,120.8
226130_at,26.9,78.2,28.5,73.2,111.4,104.7,92.9,79.1,115.7,83.0,70.4,69.1
226131_s_at,22004.5,23474.3,25831.2,24280.6,26666.6,23678.3,20617.7,23283.5,23102.1,22929.8,23217.6,22294.3
226132_s_at,222.6,189.6,168.9,370.6,226.0,251.4,320.5,301.4,274.7,219.4,267.0,182.0
226133_s_at,106.1,105.3,142.1,138.4,95.4,90.6,91.4,72.7,136.0,97.5,139.2,113.0
226134_s_at,2142.1,1949.6,2235.9,1878.9,1748.6,1773.1,1640.5,1822.3,1921.8,2262.3,2321.1,2371.0
226135_at,297.7,329.9,300.8,267.1,272.5,272.1,289.9,283.7,237.8,256.4,330.7,310.4
226136_at,65.6,61.3,53.7,81.8,87.4,80.2,92.0,74.3,107.1,73.3,58.9,55.7
226137_at,558.9,555.6,510.5,312.6,277.2,251.3,277.9,288.9,294.7,369.1,342.5,399.2
226138_s_at,23.4,48.1,20.1,6.6,8.8,13.6,2.1,20.2,2.4,2.4,6.0,17.6
226139_at,37.6,12.8,9.0,34.5,33.3,27.1,14.7,26.5,25.2,33.8,1.8,16.6
226140_s_at,1063.0,1056.2,970.8,742.3,631.2,721.1,773.5,773.0,699.2,887.0,913.8,895.1
226141_at,5.0,5.7,17.7,3.6,3.9,3.6,1.7,46.3,10.3,5.3,20.3,65.1
226142_at,77.6,53.0,83.1,92.5,84.0,79.0,123.4,129.3,122.0,90.9,37.6,67.1
226143_at,635.4,607.5,683.4,762.3,713.4,712.4,739.5,827.7,672.9,591.6,811.7,600.1
226144_at,66.7,75.8,58.9,27.9,48.3,65.9,52.4,18.1,50.3,37.9,35.7,57.7
226145_s_at,0.8,2.4,13.9,0.9,17.4,2.0,2.0,3.1,9.8,19.2,2.4,17.8
226146_at,222.3,303.5,287.2,255.9,183.3,201.3,223.4,207.4,197.5,272.9,268.5,201.1
226147_s_at,1807.7,1374.7,1312.3,1024.3,698.0,1114.2,1223.6,1298.6,974.9,1466.8,1360.2,1288.1
226148_at,376.2,351.0,412.0,202.0,254.2,234.6,293.3,279.3,265.4,298.6,359.7,313.4
226149_at,112.5,106.8,117.4,128.8,149.0,113.3,100.6,90.5,113.3,157.1,142.1,121.3
226150_at,353.6,311.5,384.7,408.3,400.5,368.5,367.2,425.3,428.0,378.5,412.7,368.1
226151_x_at,881.1,765.9,847.3,521.0,513.9,685.6,584.3,595.9,602.0,734.8,1164.4,816.5
226152_at,184.8,189.0,146.3,188.8,172.4,158.1,179.0,156.4,181.4,144.6,191.9,145.2
226153_s_at,384.6,306.0,403.4,320.6,368.2,370.2,393.3,388.7,330.7,399.3,345.6,311.2
226154_at,917.4,704.4,797.4,815.2,673.8,728.2,798.4,837.0,719.9,729.2,777.9,878.6
226155_at,203.2,220.9,203.1,173.4,153.2,154.4,205.8,141.9,142.7,199.1,220.4,194.9
226156_at,58.3,75.1,87.6,91.9,35.0,95.5,78.2,53.5,95.5,68.2,81.3,106.9
226157_at,411.9,557.3,477.8,235.7,231.8,250.2,224.0,200.2,257.2,423.7,449.4,463.5
226158_at,693.8,534.3,505.2,112.8,126.3,147.1,130.6,116.2,111.8,412.3,412.4,419.9
226159_at,344.8,393.9,547.6,422.4,416.8,419.0,290.7,309.4,400.1,501.0,414.7,457.7
226160_at,207.7,230.2,208.5,242.6,211.2,159.5,173.9,158.0,122.7,226.8,283.0,256.5
226161_at,276.0,264.9,213.0,248.9,290.5,266.8,202.3,216.0,228.8,246.5,280.6,268.2
226162_at,10.0,58.0,6.7,42.5,37.9,26.1,23.4,39.4,41.5,45.3,11.6,49.6
226163_at,83.6,133.6,114.3,144.6,157.0,132.4,96.1,94.7,167.4,49.3,117.5,109.3
226164_x_at,58.9,100.0,52.6,41.9,47.4,31.6,42.3,50.4,45.1,57.4,77.8,49.4
226165_at,3181.8,2318.5,2210.7,2256.1,2176.4,2410.8,2523.8,2706.9,2547.2,2584.9,2411.6,2582.6
226166_x_at,67.3,128.8,92.8,63.1,79.6,70.5,65.1,21.2,55.6,102.5,107.7,102.5
226167_at,2.9,14.8,5.4,3.9,14.1,7.7,5.1,8.7,32.1,25.5,14.5,1.8
226168_at,65.3,88.4,148.9,84.8,124.1,107.6,110.5,80.1,122.2,125.0,138.6,109.4
226169_at,5.9,26.8,1.6,2.4,1.3,3.4,4.0,2.4,6.6,12.4,2.7,13.5
226170_at,279.0,388.6,375.5,288.8,311.5,402.7,285.3,261.9,343.0,255.1,373.3,362.6
226171_at,56.4,78.4,51.2,43.0,56.7,67.5,61.3,62.3,30.4,18.1,73.9,41.1
226172_at,18.4,27.4,8.9,37.8,10.7,2.7,30.8,4.9,18.6,40.8,17.7,10.1
226173_at,101.7,99.4,101.5,62.7,130.2,59.1,78.5,79.8,73.2,101.1,109.0,148.7
226174_at,17.9,13.6,62.8,71.9,10.4,68.1,6.5,54.6,74.4,4.6,50.8,12.1
226175_at,324.9,319.5,348.4,253.9,352.0,261.9,323.7,287.8,267.0,321.8,414.5,284.8
226176_s_at,282.8,180.4,223.1,341.0,289.5,373.8,353.6,415.5,192.7,238.8,255.3,257.0
226177_at,436.9,497.4,441.3,491.6,474.6,574.3,552.4,490.2,527.3,479.1,528.2,458.6
226178_at,707.3,613.2,604.2,689.0,741.4,783.2,760.8,846.5,871.3,655.2,705.1,689.3
226179_at,126.8,137.4,155.0,226.9,270.2,206.7,290.4,258.0,221.2,134.6,167.1,184.7
226180_at,374.2,338.1,315.9,514.6,540.9,569.3,629.6,764.5,599.6,320.2,367.8,396.0
226181_at,134.1,113.6,99.2,112.0,111.3,124.6,107.1,145.1,162.9,179.6,125.5,113.3
226182_s_at,6.0,2.9,5.8,5.2,10.6,4.5,4.2,12.6,18.2,3.1,1.5,4.4
226183_at,136.0,123.7,90.7,76.1,88.8,93.6,87.6,90.1,86.9,144.6,105.0,124.5
226184_at,245.8,201.8,175.9,288.3,306.5,336.5,301.8,285.5,283.7,256.6,198.4,340.3
226185_at,25.2,25.3,1.2,22.2,8.4,26.9,28.3,20.6,0.9,28.0,2.7,37.7
226186_at,69.7,31.3,28.8,44.2,44.3,36.2,47.3,27.7,8.3,70.9,55.0,64.1
226187_at,3.0,4.7,5.1,8.8,6.7,22.0,16.9,4.3,8.7,6.9,6.1,16.9
226188_at,185.9,144.9,161.5,318.1,282.7,278.7,303.5,323.1,283.0,158.3,196.7,169.1
226189_at,940.7,668.3,906.0,438.7,385.1,438.8,527.3,529.0,473.1,773.0,872.5,900.2
226190_at,588.6,527.0,385.0,378.6,425.9,386.5,382.2,381.3,402.0,434.6,533.0,485.3
226191_at,703.3,672.1,719.7,509.9,477.7,547.3,537.5,536.1,509.4,589.9,766.4,683.3
226192_at,275.3,251.2,275.2,105.2,77.4,127.3,121.1,94.2,120.8,200.8,280.2,162.6
226193_x_at,1347.2,1429.5,1629.6,2278.6,2343.9,2176.4,2322.3,2188.2,2525.4,1687.6,1508.8,1646.7
226194_at,393.3,448.8,380.9,565.0,559.7,442.3,487.2,613.9,610.4,468.7,505.2,416.5
226195_at,437.7,471.3,585.4,456.6,522.8,445.1,414.7,507.7,461.9,494.3,504.3,555.7
226196_s_at,596.0,505.3,650.7,526.5,476.8,471.1,430.2,465.3,703.5,587.7,571.4,562.3
226197_at,181.7,302.6,292.2,148.0,188.0,158.2,142.4,165.7,117.4,175.6,299.6,217.8
226198_at,94.7,66.0,55.6,62.1,35.1,68.1,63.8,75.1,46.2,92.6,73.1,72.8
226199_at,187.2,176.5,169.0,143.5,183.3,158.0,159.0,174.4,147.4,166.2,194.9,184.6
